,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
5499,5500,H34913,H,302.9,312.3,1417,48.7,26,0,No Failure,1
9512,9513,L56692,L,299.0,310.2,1575,37.8,42,0,No Failure,1
2181,2182,H31595,H,299.5,309.1,1548,44.3,40,0,No Failure,1
9517,9518,L56697,L,298.9,310.1,1523,39.1,53,0,No Failure,1
3015,3016,L50195,L,300.5,309.7,1589,30.5,198,0,No Failure,1
8666,8667,L55846,L,297.5,308.7,1407,42.5,145,0,No Failure,1
4641,4642,H34055,H,303.1,311.3,1494,42.7,221,0,No Failure,1
1447,1448,M16307,M,299.0,310.3,1662,33.6,67,0,No Failure,1
4803,4804,L51983,L,303.6,312.5,1710,31.4,180,0,No Failure,1
5715,5716,H35129,H,302.2,311.9,1597,35.8,160,0,No Failure,1
5717,5718,L52897,L,302.3,312.0,1746,28.1,167,0,No Failure,1
8102,8103,L55282,L,300.3,311.8,1413,46.0,182,0,No Failure,1
3219,3220,M18079,M,300.6,309.6,1503,38.4,68,0,No Failure,1
9058,9059,M23918,M,297.2,308.3,1326,57.2,100,0,No Failure,1
9705,9706,L56885,L,298.9,310.0,1482,41.1,82,0,No Failure,1
634,635,L47814,L,298.3,309.9,1507,41.6,112,0,No Failure,1
3177,3178,M18037,M,300.2,309.5,1564,33.4,183,0,No Failure,1
3069,3070,L50249,L,300.0,309.1,1791,28.2,108,0,No Failure,1
8916,8917,L56096,L,297.1,308.2,2267,15.7,181,0,No Failure,1
2036,2037,L49216,L,299.0,308.7,1892,22.8,96,0,No Failure,1
955,956,L48135,L,295.6,306.3,1911,20.9,74,0,No Failure,1
792,793,L47972,L,296.8,307.8,1373,42.9,74,0,No Failure,1
7224,7225,L54404,L,299.8,309.6,1598,31.0,139,0,No Failure,1
3448,3449,L50628,L,301.6,310.6,1478,36.6,218,0,No Failure,1
1854,1855,M16714,M,297.6,307.2,1470,42.6,44,0,No Failure,1
5221,5222,L52401,L,303.9,313.0,1626,31.4,209,0,No Failure,1
6187,6188,L53367,L,301.0,311.0,1437,56.0,33,0,No Failure,1
9814,9815,H39228,H,298.3,309.1,1430,40.9,162,0,No Failure,1
8512,8513,H37926,H,298.3,309.6,1546,36.2,177,0,No Failure,1
2773,2774,L49953,L,299.9,309.4,1858,22.5,22,0,No Failure,1
8209,8210,L55389,L,299.3,310.8,1391,46.9,21,0,No Failure,1
592,593,H30006,H,297.5,309.5,1668,27.9,240,0,No Failure,1
606,607,L47786,L,297.9,309.8,1461,50.5,38,0,No Failure,1
1383,1384,M16243,M,298.9,310.2,1331,49.0,121,0,No Failure,1
219,220,M15079,M,298.3,308.5,1434,46.2,148,0,No Failure,1
2472,2473,L49652,L,298.9,308.5,1429,55.1,140,0,No Failure,1
4554,4555,L51734,L,302.6,310.5,1748,28.2,2,0,No Failure,1
8908,8909,L56088,L,297.2,308.5,1518,44.3,163,0,No Failure,1
8338,8339,L55518,L,298.8,309.7,1740,28.5,152,0,No Failure,1
5633,5634,L52813,L,302.7,312.2,1447,47.5,166,0,No Failure,1
4204,4205,M19064,M,302.3,310.9,1523,43.2,210,0,No Failure,1
2687,2688,L49867,L,299.9,309.4,1348,52.8,31,0,No Failure,1
6324,6325,M21184,M,300.7,310.1,1367,52.6,167,0,No Failure,1
7231,7232,L54411,L,299.8,309.9,1553,36.6,157,0,No Failure,1
9423,9424,L56603,L,298.1,308.5,1676,30.5,22,0,No Failure,1
3759,3760,L50939,L,302.3,311.0,1412,47.0,164,0,No Failure,1
5734,5735,L52914,L,302.3,311.8,1369,56.2,208,1,Overstrain Failure,2
5127,5128,M19987,M,304.3,313.5,2245,15.1,172,0,No Failure,1
2588,2589,L49768,L,299.0,308.7,1706,28.6,206,0,No Failure,1
3296,3297,M18156,M,301.2,310.3,1379,43.2,56,0,No Failure,1
2575,2576,L49755,L,299.5,309.3,1422,49.2,179,0,No Failure,1
5736,5737,M20596,M,302.4,311.9,1439,36.6,212,0,No Failure,1
282,283,M15142,M,298.1,308.1,1390,49.8,85,0,No Failure,1
8230,8231,L55410,L,299.1,310.5,1736,26.9,74,0,No Failure,1
4881,4882,M19741,M,303.8,312.6,1406,47.1,162,0,No Failure,1
249,250,L47429,L,298.0,308.3,1405,56.2,218,1,Overstrain Failure,2
9550,9551,M24410,M,299.5,311.0,1451,43.3,136,0,No Failure,1
3913,3914,M18773,M,302.4,311.4,1675,29.6,128,0,No Failure,1
1916,1917,L49096,L,298.0,307.7,1387,50.8,204,0,No Failure,1
8237,8238,L55417,L,299.1,310.6,1796,26.0,90,0,No Failure,1
8619,8620,H38033,H,297.6,308.6,1480,39.8,19,0,No Failure,1
5386,5387,L52566,L,302.9,312.2,1469,42.0,214,0,No Failure,1
9333,9334,L56513,L,298.5,309.0,1450,40.5,199,0,No Failure,1
388,389,L47568,L,297.6,308.7,1455,48.2,145,0,No Failure,1
6639,6640,L53819,L,301.4,310.5,1380,48.4,131,0,No Failure,1
4442,4443,L51622,L,302.5,310.2,1563,34.8,150,0,No Failure,1
925,926,H30339,H,295.6,306.1,1623,30.9,210,0,No Failure,1
6246,6247,H35660,H,300.8,310.3,1457,46.8,182,0,No Failure,1
7072,7073,M21932,M,300.7,310.6,1439,41.7,184,0,No Failure,1
227,228,L47407,L,298.3,308.5,1539,36.1,168,0,No Failure,1
5146,5147,L52326,L,304.4,313.6,1585,38.9,9,0,No Failure,1
440,441,L47620,L,297.4,308.5,1389,39.2,54,0,No Failure,1
3384,3385,L50564,L,301.3,310.6,1426,40.7,54,0,No Failure,1
7004,7005,L54184,L,300.5,310.6,1950,20.3,208,0,No Failure,1
1929,1930,M16789,M,298.0,307.8,1483,50.9,26,0,No Failure,1
7380,7381,L54560,L,299.6,310.2,1743,24.8,99,0,No Failure,1
2885,2886,M17745,M,300.5,309.5,1320,49.9,59,0,No Failure,1
4421,4422,L51601,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure,0
900,901,L48080,L,295.6,306.2,1569,35.1,140,0,No Failure,1
3088,3089,M17948,M,300.0,309.1,1624,30.8,155,0,No Failure,1
9004,9005,M23864,M,297.1,307.8,1538,34.3,181,0,No Failure,1
8632,8633,L55812,L,297.3,308.3,1590,35.5,59,0,No Failure,1
4335,4336,L51515,L,301.7,309.9,1607,37.7,93,0,No Failure,1
8305,8306,H37719,H,298.8,310.1,1380,44.0,56,0,No Failure,1
8662,8663,L55842,L,297.5,308.6,1514,36.9,134,0,No Failure,1
3941,3942,L51121,L,302.2,311.4,1987,19.9,200,0,No Failure,1
7405,7406,M22265,M,299.8,310.8,1530,35.2,163,0,No Failure,1
6275,6276,L53455,L,301.3,310.8,1628,32.2,43,0,No Failure,1
6756,6757,L53936,L,301.8,311.2,1840,26.6,202,0,No Failure,1
1071,1072,L48251,L,296.9,307.8,1425,49.1,163,0,No Failure,1
5933,5934,L53113,L,300.5,310.5,1373,47.4,56,0,No Failure,1
5065,5066,L52245,L,304.1,313.0,1566,37.2,7,0,No Failure,1
1855,1856,H31269,H,297.7,307.3,1249,62.8,47,0,No Failure,1
4243,4244,M19103,M,302.4,310.9,1435,42.3,83,0,No Failure,1
4685,4686,M19545,M,303.6,311.8,1627,30.8,104,0,No Failure,1
520,521,L47700,L,297.6,309.5,1617,36.2,42,0,No Failure,1
3331,3332,L50511,L,301.7,310.8,1559,44.5,135,0,No Failure,1
8698,8699,H38112,H,297.3,308.7,1438,46.2,16,0,No Failure,1
9231,9232,L56411,L,298.2,309.1,1539,36.5,134,0,No Failure,1
2983,2984,L50163,L,300.6,309.6,1290,57.4,119,0,No Failure,1
2042,2043,M16902,M,299.1,308.9,1397,52.4,112,0,No Failure,1
6473,6474,H35887,H,300.4,309.5,1547,50.7,131,0,No Failure,1
1587,1588,M16447,M,298.2,308.3,1448,43.3,199,0,No Failure,1
4575,4576,M19435,M,302.9,311.0,1437,49.9,55,0,No Failure,1
1847,1848,L49027,L,297.8,307.3,1412,50.7,24,0,No Failure,1
7735,7736,L54915,L,300.6,312.0,1406,55.1,136,0,No Failure,1
8254,8255,M23114,M,299.0,310.4,1625,37.1,131,0,No Failure,1
8340,8341,M23200,M,298.8,309.7,1480,38.1,157,0,No Failure,1
5306,5307,H34720,H,304.0,313.2,1612,31.7,206,0,No Failure,1
8030,8031,L55210,L,300.6,312.0,1490,42.2,3,0,No Failure,1
7110,7111,M21970,M,300.8,310.4,1518,36.0,59,0,No Failure,1
3856,3857,M18716,M,302.4,311.2,1330,58.6,201,0,No Failure,1
263,264,M15123,M,298.0,308.1,1587,32.3,30,0,No Failure,1
7616,7617,M22476,M,300.6,311.4,1468,40.4,55,0,No Failure,1
4967,4968,L52147,L,303.9,312.6,1426,53.4,172,0,No Failure,1
9269,9270,L56449,L,298.2,308.8,1354,60.9,32,0,No Failure,1
7442,7443,L54622,L,300.0,311.5,1601,36.9,35,0,No Failure,1
4772,4773,M19632,M,303.6,312.0,1435,37.9,98,0,No Failure,1
6562,6563,M21422,M,301.5,310.7,1871,21.3,152,0,No Failure,1
553,554,M15413,M,297.4,309.3,1564,36.0,126,0,No Failure,1
8359,8360,M23219,M,298.6,309.6,1525,42.4,2,0,No Failure,1
1373,1374,M16233,M,298.8,310.3,1366,59.0,94,0,No Failure,1
7704,7705,M22564,M,300.6,311.6,1630,31.8,52,0,No Failure,1
7874,7875,L55054,L,300.7,312.3,1548,37.9,58,0,No Failure,1
3107,3108,M17967,M,299.8,309.1,1456,39.4,209,0,No Failure,1
7603,7604,L54783,L,300.4,311.2,1406,43.6,22,0,No Failure,1
8207,8208,L55387,L,299.2,310.7,1535,42.6,17,0,No Failure,1
7289,7290,L54469,L,300.3,310.6,1433,53.8,86,0,No Failure,1
555,556,M15415,M,297.4,309.4,1539,42.2,134,0,No Failure,1
8228,8229,M23088,M,299.1,310.4,1422,49.3,69,0,No Failure,1
9809,9810,M24669,M,298.2,309.0,1353,50.3,150,0,No Failure,1
8871,8872,M23731,M,297.9,309.1,1558,39.2,59,0,No Failure,1
4406,4407,L51586,L,302.5,310.3,1326,58.5,55,1,Heat Dissipation Failure,0
3532,3533,L50712,L,301.9,310.9,1486,40.3,6,0,No Failure,1
4299,4300,L51479,L,301.7,310.1,1402,50.1,3,0,No Failure,1
9663,9664,L56843,L,299.1,310.1,1435,48.8,229,1,Overstrain Failure,2
3679,3680,L50859,L,302.2,311.5,1725,34.0,170,0,No Failure,1
9197,9198,M24057,M,297.9,308.8,1469,49.0,51,0,No Failure,1
4777,4778,M19637,M,303.5,312.2,1818,23.6,109,0,No Failure,1
8973,8974,L56153,L,296.8,307.4,1549,48.3,105,0,No Failure,1
8812,8813,M23672,M,297.2,308.4,1378,41.9,97,0,No Failure,1
9471,9472,M24331,M,298.6,309.4,1774,27.5,154,0,No Failure,1
6293,6294,H35707,H,301.0,310.4,1512,44.9,86,0,No Failure,1
7300,7301,L54480,L,300.2,310.6,1431,42.3,113,0,No Failure,1
5761,5762,L52941,L,301.9,311.2,1369,49.8,66,0,No Failure,1
9580,9581,M24440,M,299.5,310.7,1423,56.5,7,0,No Failure,1
5036,5037,L52216,L,304.0,313.2,1615,37.8,127,0,No Failure,1
5156,5157,L52336,L,304.2,313.4,1482,41.4,32,0,No Failure,1
1951,1952,L49131,L,298.0,307.8,1839,22.7,79,0,No Failure,1
2143,2144,M17003,M,299.3,308.8,1442,49.0,165,0,No Failure,1
2951,2952,L50131,L,300.7,309.5,1685,31.1,27,0,No Failure,1
9110,9111,M23970,M,297.6,308.6,1389,49.0,34,0,No Failure,1
9964,9965,L57144,L,298.3,307.9,1766,26.5,145,0,No Failure,1
1556,1557,H30970,H,298.4,308.5,1398,47.1,122,0,No Failure,1
3604,3605,L50784,L,301.8,310.8,1557,33.3,190,0,No Failure,1
2401,2402,M17261,M,299.2,308.6,1367,47.6,168,0,No Failure,1
7169,7170,L54349,L,300.3,310.2,1492,52.3,2,0,No Failure,1
119,120,L47299,L,298.7,308.5,1467,40.7,106,0,No Failure,1
4468,4469,L51648,L,302.7,310.5,1725,29.0,209,0,No Failure,1
561,562,M15421,M,297.5,309.4,1678,34.4,148,0,No Failure,1
3081,3082,M17941,M,300.0,309.3,1932,21.8,135,0,No Failure,1
7612,7613,M22472,M,300.5,311.4,1743,27.6,46,0,No Failure,1
802,803,L47982,L,296.9,307.8,1571,35.0,102,0,No Failure,1
2197,2198,L49377,L,299.7,309.0,1412,49.2,85,0,No Failure,1
7198,7199,M22058,M,300.0,309.9,1530,34.5,71,0,No Failure,1
2569,2570,H31983,H,299.5,309.2,1872,22.6,162,0,No Failure,1
6154,6155,M21014,M,301.0,310.9,1765,24.2,179,0,No Failure,1
3975,3976,H33389,H,302.4,311.5,1540,43.7,81,0,No Failure,1
8197,8198,M23057,M,299.4,310.7,1492,45.7,219,0,No Failure,1
9226,9227,L56406,L,298.0,309.1,1822,23.5,122,0,No Failure,1
5489,5490,L52669,L,302.6,312.1,1499,35.0,215,0,Random Failures,4
7323,7324,L54503,L,299.9,310.2,1479,46.3,173,0,No Failure,1
5481,5482,L52661,L,302.6,312.0,1781,28.5,196,0,No Failure,1
6024,6025,L53204,L,300.7,310.9,1356,65.3,66,1,Power Failure,3
2284,2285,L49464,L,299.2,308.5,1378,53.4,100,0,No Failure,1
7536,7537,L54716,L,300.1,311.3,2579,12.5,64,1,Power Failure,3
4220,4221,M19080,M,301.9,310.6,1260,65.9,29,0,No Failure,1
5180,5181,L52360,L,304.0,313.2,1584,38.7,104,0,No Failure,1
8637,8638,L55817,L,297.5,308.5,1459,39.7,69,0,No Failure,1
17,18,M14877,M,298.7,309.2,1410,45.6,47,0,No Failure,1
5107,5108,L52287,L,303.9,313.2,1540,44.4,119,0,No Failure,1
8495,8496,L55675,L,298.3,309.4,1668,27.1,136,0,No Failure,1
1993,1994,M16853,M,298.3,308.0,1463,42.5,190,0,No Failure,1
5215,5216,M20075,M,303.7,312.7,1532,42.7,194,0,No Failure,1
6463,6464,H35877,H,300.5,310.0,1358,60.4,102,0,No Failure,1
1028,1029,L48208,L,296.3,307.4,1472,39.9,51,0,No Failure,1
5118,5119,M19978,M,304.2,313.6,1512,33.4,146,0,No Failure,1
8816,8817,M23676,M,297.2,308.5,1425,45.8,109,0,No Failure,1
8168,8169,L55348,L,299.7,311.1,1690,30.6,148,0,No Failure,1
2603,2604,M17463,M,299.3,309.2,1334,46.3,31,0,No Failure,1
6744,6745,M21604,M,301.7,311.0,1298,58.1,168,0,No Failure,1
1686,1687,H31100,H,297.9,307.3,1663,28.7,7,0,No Failure,1
2896,2897,M17756,M,300.7,309.5,1633,31.3,90,0,No Failure,1
8645,8646,M23505,M,297.6,308.6,1492,35.5,88,0,No Failure,1
3350,3351,L50530,L,301.4,310.8,1285,62.6,183,1,Overstrain Failure,2
5855,5856,M20715,M,301.2,310.9,1424,45.2,68,0,No Failure,1
3716,3717,L50896,L,302.3,311.4,1609,32.3,49,0,No Failure,1
8248,8249,L55428,L,298.9,310.3,1456,44.1,118,0,No Failure,1
175,176,L47355,L,298.2,308.1,1382,43.5,37,0,No Failure,1
401,402,L47581,L,297.5,308.5,1722,30.4,178,0,No Failure,1
3072,3073,L50252,L,300.1,309.0,1314,58.2,114,0,No Failure,1
7101,7102,L54281,L,300.8,310.2,1850,22.8,33,0,No Failure,1
5980,5981,M20840,M,300.6,310.7,1654,32.0,180,0,No Failure,1
8601,8602,H38015,H,297.4,308.2,1359,46.9,199,0,No Failure,1
6710,6711,L53890,L,301.5,310.7,1323,49.7,79,0,No Failure,1
7885,7886,L55065,L,300.7,312.3,1590,36.3,93,0,No Failure,1
5435,5436,M20295,M,303.0,312.5,1524,42.1,76,0,No Failure,1
1037,1038,H30451,H,296.4,307.5,1596,35.1,75,0,No Failure,1
7276,7277,M22136,M,300.1,310.3,1350,48.8,50,0,No Failure,1
6330,6331,M21190,M,300.5,310.0,1580,37.0,181,0,No Failure,1
8080,8081,H37494,H,300.2,311.5,1432,43.6,127,0,No Failure,1
9498,9499,H38912,H,299.2,310.1,1542,36.1,5,0,No Failure,1
6705,6706,M21565,M,301.5,310.6,1382,58.1,67,0,No Failure,1
6681,6682,L53861,L,301.4,310.7,1425,45.1,7,0,No Failure,1
9830,9831,L57010,L,298.3,309.3,1337,56.1,206,1,Overstrain Failure,2
2411,2412,L49591,L,299.0,308.5,1559,38.1,194,0,No Failure,1
6696,6697,L53876,L,301.7,310.9,1636,31.3,42,0,No Failure,1
984,985,L48164,L,296.3,307.1,1419,48.6,142,0,No Failure,1
6432,6433,M21292,M,300.3,309.9,1447,46.5,28,0,No Failure,1
8189,8190,L55369,L,299.7,311.0,1983,21.0,201,0,No Failure,1
729,730,L47909,L,297.3,308.6,1586,37.7,155,0,No Failure,1
6998,6999,M21858,M,300.6,310.7,1388,42.9,190,0,No Failure,1
3655,3656,L50835,L,302.1,311.4,1686,30.9,106,0,No Failure,1
9640,9641,L56820,L,299.4,310.5,1514,36.1,169,0,No Failure,1
5590,5591,M20450,M,302.5,311.9,1340,59.4,60,0,No Failure,1
1121,1122,L48301,L,296.6,307.6,1459,40.2,96,0,No Failure,1
3063,3064,L50243,L,300.0,309.1,1431,45.4,90,0,No Failure,1
9267,9268,L56447,L,298.2,308.8,1362,57.3,28,0,No Failure,1
5297,5298,L52477,L,303.7,313.1,1406,48.6,183,0,No Failure,1
9418,9419,L56598,L,298.0,308.4,1432,46.2,11,0,No Failure,1
6859,6860,M21719,M,301.1,311.3,1909,22.7,38,0,No Failure,1
5558,5559,L52738,L,302.5,311.9,1553,40.1,187,0,No Failure,1
8433,8434,M23293,M,298.8,310.1,1501,48.7,192,0,No Failure,1
1676,1677,H31090,H,297.9,307.6,1418,43.0,207,0,No Failure,1
1975,1976,L49155,L,298.0,307.7,1422,45.6,140,0,No Failure,1
1853,1854,L49033,L,297.6,307.2,1486,40.6,42,0,No Failure,1
8693,8694,M23553,M,297.2,308.5,1584,40.0,4,0,No Failure,1
4248,4249,L51428,L,302.6,311.0,1506,37.2,95,0,No Failure,1
5833,5834,L53013,L,301.3,311.2,1457,44.5,14,0,No Failure,1
7911,7912,L55091,L,300.7,312.1,1512,36.9,153,0,No Failure,1
384,385,L47564,L,297.5,308.5,1712,26.8,136,0,No Failure,1
6184,6185,L53364,L,301.0,311.0,1553,35.8,26,0,No Failure,1
705,706,L47885,L,297.7,309.0,1507,38.2,94,0,No Failure,1
3244,3245,M18104,M,301.0,309.6,1397,48.0,135,0,No Failure,1
943,944,M15803,M,295.6,306.2,1477,45.0,40,0,No Failure,1
8463,8464,M23323,M,298.7,309.9,1411,45.1,51,0,No Failure,1
4313,4314,L51493,L,301.4,310.1,1502,46.6,37,0,No Failure,1
7920,7921,L55100,L,300.8,312.0,1382,49.3,177,0,No Failure,1
7434,7435,L54614,L,300.0,311.4,1508,38.2,18,0,No Failure,1
2495,2496,M17355,M,299.1,308.8,1491,41.0,209,0,No Failure,1
2510,2511,L49690,L,299.1,309.0,1405,53.8,18,0,No Failure,1
2940,2941,L50120,L,300.9,309.7,2355,14.4,201,0,No Failure,1
7256,7257,H36670,H,300.2,310.3,1408,42.5,0,0,No Failure,1
7318,7319,H36732,H,299.9,310.3,1535,43.9,154,0,No Failure,1
4015,4016,L51195,L,302.1,310.9,1477,41.4,184,0,No Failure,1
8534,8535,M23394,M,298.6,309.5,1404,43.3,33,0,No Failure,1
9651,9652,M24511,M,299.1,310.0,1580,36.0,195,0,No Failure,1
5631,5632,L52811,L,302.8,312.2,1515,36.8,162,0,No Failure,1
5018,5019,M19878,M,303.9,313.0,1620,36.6,80,0,No Failure,1
6058,6059,M20918,M,300.9,310.9,1636,35.3,153,0,No Failure,1
7317,7318,L54497,L,299.9,310.3,1638,29.1,152,0,No Failure,1
7842,7843,L55022,L,300.1,311.5,1659,31.1,203,0,No Failure,1
6326,6327,L53506,L,300.6,310.0,1455,40.4,172,0,No Failure,1
5636,5637,L52816,L,302.6,312.0,1447,45.5,173,0,No Failure,1
8775,8776,H38189,H,297.5,308.6,1536,38.7,7,0,No Failure,1
8457,8458,L55637,L,298.6,309.9,1393,45.5,38,0,No Failure,1
4785,4786,H34199,H,303.9,312.7,1401,50.0,129,0,No Failure,1
5988,5989,H35402,H,300.7,310.8,1296,58.2,204,0,No Failure,1
5702,5703,L52882,L,302.3,311.7,1544,43.2,128,0,No Failure,1
6610,6611,L53790,L,301.5,310.4,1543,34.0,55,0,No Failure,1
5104,5105,L52284,L,304.1,313.5,1469,44.6,113,0,No Failure,1
7126,7127,M21986,M,300.6,310.0,1542,33.9,100,0,No Failure,1
2239,2240,L49419,L,299.2,308.6,1381,50.0,193,0,No Failure,1
9199,9200,L56379,L,297.9,308.8,1613,31.4,57,0,No Failure,1
5887,5888,H35301,H,301.4,311.1,1445,41.4,144,0,No Failure,1
8174,8175,L55354,L,299.9,311.3,1371,52.3,167,0,No Failure,1
4590,4591,L51770,L,302.8,311.1,1456,36.1,89,0,No Failure,1
7654,7655,M22514,M,300.3,311.5,1540,41.5,151,0,No Failure,1
9038,9039,L56218,L,297.3,308.3,2358,14.9,49,0,No Failure,1
6623,6624,M21483,M,301.7,310.7,1442,41.1,89,0,No Failure,1
3397,3398,L50577,L,301.4,310.6,1648,30.7,90,0,No Failure,1
9191,9192,M24051,M,297.9,309.0,1970,21.6,37,0,No Failure,1
2031,2032,L49211,L,298.8,308.6,1331,62.8,81,0,No Failure,1
3119,3120,L50299,L,300.1,309.4,1858,23.6,26,0,No Failure,1
9534,9535,L56714,L,299.3,310.6,1443,45.7,97,0,No Failure,1
5275,5276,L52455,L,303.7,313.1,1423,41.2,124,0,No Failure,1
2358,2359,M17218,M,299.2,308.4,1381,42.5,54,0,No Failure,1
4569,4570,L51749,L,302.8,310.9,1636,35.0,38,0,No Failure,1
1689,1690,L48869,L,297.9,307.5,1561,37.7,16,0,No Failure,1
3473,3474,M18333,M,301.8,310.8,1691,33.4,62,0,No Failure,1
8845,8846,M23705,M,297.4,308.9,1348,59.1,201,0,No Failure,1
3871,3872,M18731,M,302.7,311.8,1728,30.0,12,0,No Failure,1
4748,4749,L51928,L,303.2,311.2,1363,46.7,29,1,Heat Dissipation Failure,0
8137,8138,H37551,H,299.5,310.8,1600,32.4,67,0,No Failure,1
3516,3517,L50696,L,302.0,311.1,1402,47.8,182,0,No Failure,1
5891,5892,L53071,L,301.4,311.0,1334,53.3,157,0,No Failure,1
9690,9691,M24550,M,298.9,310.0,1520,35.6,48,0,No Failure,1
7902,7903,M22762,M,300.7,312.3,1430,47.2,131,0,No Failure,1
4912,4913,L52092,L,303.5,312.2,1511,37.1,27,0,No Failure,1
3305,3306,M18165,M,301.3,310.4,1577,48.3,78,0,No Failure,1
1090,1091,L48270,L,296.9,307.7,1464,41.4,6,0,No Failure,1
2718,2719,L49898,L,299.5,309.1,1357,47.3,106,0,No Failure,1
588,589,L47768,L,297.6,309.4,1628,33.4,229,0,No Failure,1
660,661,M15520,M,297.7,309.2,1700,27.4,176,0,No Failure,1
4,5,L47184,L,298.2,308.7,1408,40.0,9,0,No Failure,1
7537,7538,L54717,L,300.1,311.3,1305,64.7,66,0,No Failure,1
9234,9235,L56414,L,298.3,309.1,1904,20.3,140,0,No Failure,1
3427,3428,L50607,L,301.6,310.6,1562,34.4,162,0,No Failure,1
784,785,L47964,L,296.7,307.9,1743,27.9,55,0,No Failure,1
1309,1310,L48489,L,298.9,310.2,1654,31.1,158,0,No Failure,1
6779,6780,M21639,M,301.3,310.8,1372,54.2,49,0,No Failure,1
4250,4251,L51430,L,302.6,311.0,1660,38.0,99,0,No Failure,1
2878,2879,H32292,H,300.5,309.4,1502,34.3,40,0,No Failure,1
2326,2327,M17186,M,299.4,308.7,1487,52.6,205,0,No Failure,1
9778,9779,H39192,H,298.7,309.7,1311,54.5,52,0,No Failure,1
2461,2462,M17321,M,298.9,308.6,1517,39.8,114,0,No Failure,1
1512,1513,H30926,H,298.0,308.7,1503,36.3,5,0,No Failure,1
7870,7871,M22730,M,300.6,312.1,1293,52.3,49,0,No Failure,1
5998,5999,M20858,M,300.4,310.2,1613,36.9,231,0,No Failure,1
5531,5532,M20391,M,302.3,311.7,1504,37.3,107,0,No Failure,1
6192,6193,L53372,L,301.0,310.9,1428,45.3,47,0,No Failure,1
2435,2436,L49615,L,298.9,308.2,1686,30.4,53,0,No Failure,1
6062,6063,M20922,M,301.1,311.2,1407,53.0,165,0,No Failure,1
982,983,L48162,L,296.2,306.9,1516,39.1,138,0,No Failure,1
200,201,L47380,L,298.4,308.6,1609,35.0,103,0,No Failure,1
3489,3490,L50669,L,301.9,310.9,1542,36.7,101,0,No Failure,1
8069,8070,M22929,M,300.5,311.9,1875,22.1,100,0,No Failure,1
9704,9705,L56884,L,298.9,310.1,1577,41.4,80,0,No Failure,1
6805,6806,M21665,M,301.0,310.7,1497,37.6,116,0,No Failure,1
4104,4105,L51284,L,302.1,310.5,1389,49.6,169,0,No Failure,1
1224,1225,L48404,L,297.1,308.3,1763,25.7,139,0,No Failure,1
5985,5986,L53165,L,300.7,310.7,1314,42.4,198,0,No Failure,1
2943,2944,H32357,H,300.7,309.5,2007,19.7,2,0,No Failure,1
9741,9742,L56921,L,298.9,310.1,1495,42.9,175,0,No Failure,1
3178,3179,M18038,M,300.2,309.4,1329,53.6,186,0,No Failure,1
7583,7584,L54763,L,300.3,311.1,1480,46.6,185,0,No Failure,1
5025,5026,M19885,M,303.9,313.1,1473,42.8,97,0,No Failure,1
6270,6271,L53450,L,300.9,310.4,2021,18.8,30,0,No Failure,1
4424,4425,M19284,M,302.6,310.2,1631,31.0,100,0,No Failure,1
5577,5578,L52757,L,302.4,312.1,1455,40.4,28,0,No Failure,1
5812,5813,L52992,L,301.4,311.1,1495,36.3,193,0,No Failure,1
54,55,L47234,L,298.7,309.0,1691,30.1,154,0,No Failure,1
5425,5426,L52605,L,302.5,312.2,1775,27.9,56,0,No Failure,1
8860,8861,M23720,M,297.9,309.1,1488,37.3,30,0,No Failure,1
8828,8829,L56008,L,297.3,308.7,1587,35.8,148,0,No Failure,1
1086,1087,L48266,L,297.0,307.9,1455,49.0,204,0,No Failure,1
2712,2713,H32126,H,299.7,309.2,1302,55.5,87,0,No Failure,1
1390,1391,L48570,L,298.9,310.2,1409,54.8,140,0,No Failure,1
1534,1535,L48714,L,298.0,308.8,1757,29.1,71,0,No Failure,1
6951,6952,L54131,L,300.8,311.3,1524,43.5,71,0,No Failure,1
8041,8042,H37455,H,300.8,311.9,1431,48.5,25,0,No Failure,1
5880,5881,L53060,L,301.5,311.1,1434,49.6,129,0,No Failure,1
3165,3166,L50345,L,300.4,309.6,1536,34.5,154,0,No Failure,1
9831,9832,L57011,L,298.4,309.3,1542,35.4,208,0,No Failure,1
1627,1628,L48807,L,297.9,307.8,1499,37.5,78,0,No Failure,1
7974,7975,L55154,L,301.2,312.3,1528,38.4,85,0,No Failure,1
8576,8577,L55756,L,297.6,308.3,1523,39.5,137,0,No Failure,1
22,23,M14882,M,298.9,309.3,1581,30.7,65,0,No Failure,1
3901,3902,H33315,H,302.2,311.1,1553,34.1,89,0,No Failure,1
5388,5389,M20248,M,302.8,312.3,1432,49.0,218,0,No Failure,1
9485,9486,L56665,L,298.9,309.6,1589,34.2,197,0,No Failure,1
6576,6577,L53756,L,301.5,310.5,1644,34.9,186,0,No Failure,1
5493,5494,L52673,L,302.8,312.4,1376,57.1,8,0,No Failure,1
1461,1462,L48641,L,298.9,310.2,1491,45.1,101,0,No Failure,1
8496,8497,M23356,M,298.3,309.4,1816,22.6,138,0,No Failure,1
2402,2403,L49582,L,299.2,308.7,1325,51.0,171,0,No Failure,1
9611,9612,L56791,L,299.0,310.2,1432,42.2,87,0,No Failure,1
