,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
156,157,M15016,M,298.4,308.1,1495,46.0,203,0,No Failure,1
6146,6147,M21006,M,301.1,311.1,1470,40.6,159,0,No Failure,1
6959,6960,L54139,L,300.6,311.0,1543,34.7,89,0,No Failure,1
174,175,L47354,L,298.2,308.1,1306,58.3,35,0,No Failure,1
539,540,M15399,M,297.4,309.3,1775,25.8,91,0,No Failure,1
7238,7239,L54418,L,299.8,310.0,1697,36.0,175,0,No Failure,1
2483,2484,M17343,M,298.9,308.7,1402,49.8,167,0,No Failure,1
4838,4839,H34252,H,303.3,311.8,1649,29.4,49,0,No Failure,1
1316,1317,L48496,L,299.0,310.3,1507,36.7,173,0,No Failure,1
1348,1349,L48528,L,298.7,310.2,1363,45.5,28,0,No Failure,1
9484,9485,L56664,L,298.9,309.6,1663,33.7,195,0,No Failure,1
6741,6742,M21601,M,301.7,311.1,1506,39.5,158,0,No Failure,1
7122,7123,L54302,L,300.9,310.4,1788,27.8,90,0,No Failure,1
5795,5796,M20655,M,301.9,311.4,1465,39.9,153,0,No Failure,1
4358,4359,H33772,H,302.0,309.9,1606,34.5,156,0,No Failure,1
6379,6380,L53559,L,300.1,309.7,1485,45.9,100,0,No Failure,1
7180,7181,M22040,M,300.2,310.2,1628,30.3,27,0,No Failure,1
6869,6870,L54049,L,301.0,311.2,1412,42.1,64,0,No Failure,1
7496,7497,L54676,L,300.2,311.8,1464,44.5,179,0,No Failure,1
8795,8796,L55975,L,297.3,308.4,1459,39.4,59,0,No Failure,1
2867,2868,H32281,H,300.7,309.6,1390,48.5,7,0,No Failure,1
4088,4089,L51268,L,301.9,310.5,1477,42.4,128,0,No Failure,1
5614,5615,H35028,H,303.0,312.2,1624,28.8,117,0,No Failure,1
9639,9640,L56819,L,299.3,310.4,1725,26.8,167,0,No Failure,1
2290,2291,M17150,M,299.5,308.7,1321,51.9,114,0,No Failure,1
4408,4409,L51588,L,302.4,310.1,2009,18.9,59,0,No Failure,1
6735,6736,L53915,L,301.6,311.0,1485,40.1,142,0,No Failure,1
2956,2957,M17816,M,300.8,309.6,1404,38.7,44,0,No Failure,1
3062,3063,L50242,L,299.9,309.0,1553,40.0,88,0,No Failure,1
9709,9710,M24569,M,299.0,310.0,1486,34.6,91,0,No Failure,1
7463,7464,H36877,H,300.1,311.4,1518,46.9,87,0,No Failure,1
3930,3931,M18790,M,302.6,311.6,2041,19.2,174,0,No Failure,1
9130,9131,L56310,L,297.6,308.6,1576,32.7,83,0,No Failure,1
8383,8384,M23243,M,298.8,309.9,1495,35.2,60,0,No Failure,1
7662,7663,M22522,M,300.5,311.6,1658,30.4,170,0,No Failure,1
6209,6210,L53389,L,300.7,310.6,1407,40.5,87,0,No Failure,1
8443,8444,M23303,M,298.6,309.9,1668,32.3,6,0,No Failure,1
78,79,L47258,L,298.8,308.9,1398,51.5,0,0,No Failure,1
6867,6868,L54047,L,301.0,311.3,1342,50.9,60,0,No Failure,1
1871,1872,L49051,L,298.3,308.1,1840,21.5,88,0,No Failure,1
3490,3491,M18350,M,301.9,310.9,1763,28.4,103,0,No Failure,1
8506,8507,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure,1
7118,7119,L54298,L,300.9,310.5,1565,35.9,81,0,No Failure,1
4817,4818,L51997,L,303.5,312.1,1674,30.8,0,0,No Failure,1
4068,4069,L51248,L,301.9,310.7,1405,48.8,78,0,No Failure,1
2609,2610,L49789,L,299.4,309.2,1621,34.5,48,0,No Failure,1
1979,1980,H31393,H,298.0,307.6,1420,45.8,150,0,No Failure,1
4018,4019,M18878,M,302.0,310.8,1783,23.1,190,0,No Failure,1
4540,4541,M19400,M,302.5,310.4,1580,35.6,176,0,No Failure,1
3051,3052,L50231,L,300.2,309.3,1366,49.3,59,0,No Failure,1
730,731,M15590,M,297.3,308.6,1471,50.7,157,0,No Failure,1
5565,5566,L52745,L,302.4,311.9,1671,29.9,204,0,No Failure,1
8953,8954,L56133,L,297.3,308.0,1518,36.0,59,0,No Failure,1
9657,9658,L56837,L,299.0,310.0,1484,39.6,212,0,No Failure,1
4652,4653,L51832,L,303.1,311.2,1452,52.9,11,0,No Failure,1
2737,2738,M17597,M,299.7,309.1,1508,41.2,152,0,No Failure,1
5254,5255,L52434,L,303.5,313.1,1897,23.6,75,0,No Failure,1
1002,1003,L48182,L,296.3,307.2,1646,35.0,192,0,No Failure,1
8539,8540,L55719,L,298.5,309.4,1517,40.2,45,0,No Failure,1
7078,7079,L54258,L,300.7,310.5,1357,52.6,199,0,No Failure,1
2127,2128,H31541,H,299.3,309.0,1425,40.6,123,0,No Failure,1
6440,6441,L53620,L,300.6,310.2,1648,31.7,46,0,No Failure,1
279,280,L47459,L,298.0,308.1,1819,23.4,78,0,No Failure,1
5126,5127,L52306,L,304.3,313.5,1802,25.4,170,0,No Failure,1
6828,6829,L54008,L,301.0,310.9,1392,52.9,173,0,No Failure,1
2220,2221,M17080,M,299.6,309.0,1736,26.1,146,0,No Failure,1
4279,4280,L51459,L,302.0,310.1,1361,45.4,174,1,Heat Dissipation Failure,0
6027,6028,M20887,M,300.7,311.0,1413,44.3,72,0,No Failure,1
3699,3700,L50879,L,302.2,311.2,1649,33.2,9,0,No Failure,1
2726,2727,M17586,M,299.8,309.4,1423,42.9,124,0,No Failure,1
5986,5987,L53166,L,300.6,310.7,1440,52.5,200,0,No Failure,1
4898,4899,H34312,H,303.6,312.4,1460,53.7,214,0,No Failure,1
2275,2276,L49455,L,299.3,308.6,1605,37.0,78,0,No Failure,1
9751,9752,L56931,L,298.6,309.9,1615,28.8,199,0,No Failure,1
7249,7250,L54429,L,299.9,310.0,1402,44.7,204,0,No Failure,1
7334,7335,L54514,L,299.8,310.4,1694,30.3,204,0,No Failure,1
5072,5073,L52252,L,304.1,313.0,1408,45.3,28,0,No Failure,1
8277,8278,H37691,H,298.8,310.5,1294,55.8,202,0,No Failure,1
357,358,L47537,L,297.6,308.4,1517,34.2,66,0,No Failure,1
6012,6013,H35426,H,300.8,310.9,1425,44.0,33,0,No Failure,1
9307,9308,L56487,L,298.3,309.1,1395,49.8,133,0,No Failure,1
7713,7714,M22573,M,300.5,311.4,2072,18.8,75,0,No Failure,1
3538,3539,L50718,L,302.0,311.1,1635,36.0,23,0,No Failure,1
5395,5396,L52575,L,302.8,312.4,1529,36.8,237,0,No Failure,1
8960,8961,L56140,L,297.3,307.9,1797,24.7,75,0,No Failure,1
5079,5080,M19939,M,304.2,313.4,1411,54.8,44,0,No Failure,1
6091,6092,L53271,L,300.9,310.7,1412,57.5,16,0,Random Failures,4
6278,6279,L53458,L,301.2,310.7,1568,38.3,49,0,No Failure,1
5555,5556,L52735,L,302.5,312.0,1411,44.2,177,0,No Failure,1
2169,2170,L49349,L,299.5,309.1,1415,49.2,8,0,No Failure,1
2904,2905,L50084,L,300.6,309.4,2496,13.5,111,0,No Failure,1
708,709,M15568,M,297.6,308.8,1416,45.9,101,0,No Failure,1
8881,8882,H38295,H,298.0,309.2,1520,37.9,89,0,No Failure,1
5909,5910,H35323,H,300.7,310.2,1364,65.3,208,1,Power Failure,3
5097,5098,L52277,L,304.2,313.4,1457,49.4,96,0,No Failure,1
3210,3211,M18070,M,300.3,309.2,1364,47.6,45,0,No Failure,1
8611,8612,L55791,L,297.4,308.3,1472,45.5,2,0,No Failure,1
3910,3911,L51090,L,302.4,311.4,1831,26.9,121,0,No Failure,1
632,633,H30046,H,298.3,310.0,1419,47.1,105,0,No Failure,1
2561,2562,L49741,L,299.4,309.2,1607,31.7,145,0,No Failure,1
9344,9345,L56524,L,298.2,308.8,1616,33.7,16,0,No Failure,1
6842,6843,L54022,L,301.2,311.2,1635,29.6,211,0,No Failure,1
1418,1419,L48598,L,298.8,309.9,1320,47.4,210,0,No Failure,1
1674,1675,L48854,L,298.1,307.8,1540,37.8,203,0,No Failure,1
5050,5051,H34464,H,304.0,313.0,1701,30.4,171,0,No Failure,1
8684,8685,L55864,L,297.2,308.5,1588,40.4,190,0,No Failure,1
8303,8304,L55483,L,298.8,310.2,1504,41.0,51,0,No Failure,1
658,659,L47838,L,297.7,309.1,1562,36.8,172,0,No Failure,1
7656,7657,L54836,L,300.5,311.6,1541,47.8,156,0,No Failure,1
3402,3403,L50582,L,301.4,310.6,1347,53.3,104,0,No Failure,1
9346,9347,M24206,M,298.2,308.8,1626,40.4,20,0,No Failure,1
9457,9458,M24317,M,298.5,309.3,1692,26.7,118,0,No Failure,1
2154,2155,M17014,M,299.3,308.9,1767,24.8,196,0,No Failure,1
8722,8723,L55902,L,297.2,308.6,1366,50.4,74,0,No Failure,1
9662,9663,M24522,M,299.1,310.1,1570,30.9,226,0,No Failure,1
5956,5957,L53136,L,300.7,310.9,1535,37.1,113,0,No Failure,1
9429,9430,L56609,L,298.2,308.8,1498,36.0,39,0,No Failure,1
799,800,M15659,M,297.0,307.8,1579,34.1,94,0,No Failure,1
1239,1240,H30653,H,297.2,308.5,1482,39.3,187,0,No Failure,1
2794,2795,L49974,L,300.4,309.6,1553,43.9,75,0,No Failure,1
2366,2367,L49546,L,299.3,308.5,1485,44.7,78,0,No Failure,1
8393,8394,L55573,L,298.5,309.5,1428,43.5,87,0,No Failure,1
1331,1332,H30745,H,298.9,310.2,1771,26.8,216,0,No Failure,1
3566,3567,L50746,L,301.8,310.6,1295,62.3,91,0,No Failure,1
8020,8021,H37434,H,300.9,312.0,1720,27.9,202,0,No Failure,1
2120,2121,H31534,H,299.2,308.8,1908,21.3,104,0,No Failure,1
2346,2347,L49526,L,299.2,308.4,1402,47.7,24,0,No Failure,1
262,263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure,1
5476,5477,M20336,M,302.6,312.1,1445,42.0,181,0,No Failure,1
3022,3023,L50202,L,300.5,309.6,1760,30.6,213,0,No Failure,1
8378,8379,M23238,M,298.8,309.9,1331,61.6,46,0,No Failure,1
7051,7052,L54231,L,300.6,310.4,1556,37.7,122,0,No Failure,1
3945,3946,L51125,L,302.2,311.3,1570,36.1,0,0,No Failure,1
9082,9083,L56262,L,297.2,307.9,1309,49.6,167,0,No Failure,1
2317,2318,L49497,L,299.2,308.8,1605,31.1,181,0,No Failure,1
7810,7811,L54990,L,300.1,311.5,2218,17.0,123,0,No Failure,1
2148,2149,L49328,L,299.4,308.9,1583,34.1,176,0,No Failure,1
6971,6972,M21831,M,300.7,311.0,1559,42.8,121,0,No Failure,1
6459,6460,M21319,M,300.6,310.0,1397,55.2,90,0,No Failure,1
2485,2486,L49665,L,298.8,308.6,1593,35.5,175,0,No Failure,1
937,938,L48117,L,295.6,306.2,1263,61.8,27,0,No Failure,1
3364,3365,L50544,L,301.4,310.5,1633,39.5,0,0,No Failure,1
1360,1361,H30774,H,298.8,310.2,1707,27.6,56,0,No Failure,1
8310,8311,L55490,L,298.7,309.9,1465,39.7,72,0,No Failure,1
2897,2898,M17757,M,300.6,309.5,1530,40.2,93,0,No Failure,1
9578,9579,L56758,L,299.4,310.7,1551,41.2,3,0,No Failure,1
6964,6965,M21824,M,300.7,311.0,1263,52.3,104,0,No Failure,1
7908,7909,L55088,L,300.7,312.3,1715,26.8,146,0,No Failure,1
3617,3618,L50797,L,301.8,311.0,1529,41.6,12,0,No Failure,1
5010,5011,L52190,L,303.7,312.8,1543,38.3,61,0,No Failure,1
8449,8450,L55629,L,298.4,309.9,1725,27.8,21,0,No Failure,1
93,94,L47273,L,299.1,309.0,1450,43.0,40,0,No Failure,1
4878,4879,L52058,L,303.7,312.4,1348,51.0,152,0,No Failure,1
5488,5489,L52668,L,302.7,312.2,1450,52.1,213,1,Overstrain Failure,2
920,921,M15780,M,295.5,305.9,1518,44.1,194,0,No Failure,1
8317,8318,L55497,L,298.7,309.7,1667,30.4,92,0,No Failure,1
7984,7985,L55164,L,301.0,312.3,1550,34.9,111,0,No Failure,1
329,330,H29743,H,297.7,308.5,1720,29.9,210,0,No Failure,1
4307,4308,L51487,L,301.4,309.9,1259,63.9,20,1,Heat Dissipation Failure,0
8604,8605,L55784,L,297.4,308.2,1297,52.1,211,0,No Failure,1
3778,3779,M18638,M,302.4,311.1,1366,54.4,0,0,No Failure,1
8803,8804,L55983,L,297.4,308.5,1486,48.6,75,0,No Failure,1
4242,4243,L51422,L,302.4,311.0,1462,48.5,81,0,No Failure,1
8634,8635,L55814,L,297.3,308.3,1411,43.2,63,0,No Failure,1
8749,8750,L55929,L,297.2,308.4,1677,26.4,146,0,No Failure,1
7755,7756,M22615,M,300.4,311.8,1362,47.6,188,0,No Failure,1
3209,3210,L50389,L,300.3,309.2,1587,31.4,43,0,No Failure,1
5925,5926,M20785,M,300.2,310.1,1619,31.3,38,0,No Failure,1
4518,4519,L51698,L,302.4,310.3,1480,45.8,123,0,No Failure,1
698,699,L47878,L,297.6,308.8,1539,40.2,72,0,No Failure,1
8229,8230,L55409,L,299.1,310.5,1739,27.4,72,0,No Failure,1
3037,3038,L50217,L,300.5,309.7,1887,24.3,28,0,No Failure,1
8192,8193,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure,2
405,406,L47585,L,297.3,308.5,1350,57.6,186,0,No Failure,1
7206,7207,L54386,L,299.8,309.7,1457,51.9,89,0,No Failure,1
2287,2288,L49467,L,299.4,308.6,1746,26.8,107,0,No Failure,1
1013,1014,M15873,M,296.1,307.2,1619,29.7,17,0,No Failure,1
1235,1236,H30649,H,297.1,308.4,1654,31.4,171,0,No Failure,1
6892,6893,L54072,L,301.0,311.6,1440,43.3,131,0,No Failure,1
7038,7039,L54218,L,300.7,310.6,1654,34.2,89,0,No Failure,1
7958,7959,L55138,L,301.0,312.1,1377,49.9,48,0,No Failure,1
6124,6125,M20984,M,300.9,310.9,1727,30.1,102,0,No Failure,1
3429,3430,H32843,H,301.5,310.5,1551,34.3,166,0,No Failure,1
9399,9400,L56579,L,297.8,308.3,1477,44.8,170,0,No Failure,1
6652,6653,H36066,H,301.5,310.4,1580,35.7,161,0,No Failure,1
1920,1921,L49100,L,298.1,307.9,2161,17.5,5,0,No Failure,1
1,2,L47181,L,298.2,308.7,1408,46.3,3,0,No Failure,1
3590,3591,L50770,L,301.8,310.6,1403,46.8,151,0,No Failure,1
6052,6053,L53232,L,300.9,311.0,2003,20.2,138,0,No Failure,1
2645,2646,H32059,H,299.9,309.5,1547,38.5,148,0,No Failure,1
5654,5655,L52834,L,302.3,311.6,1544,34.3,0,0,No Failure,1
6155,6156,L53335,L,301.0,311.0,1634,31.2,182,0,No Failure,1
7581,7582,M22441,M,300.4,311.2,1366,56.1,177,0,No Failure,1
4065,4066,M18925,M,301.9,310.7,1511,37.6,70,0,No Failure,1
5299,5300,L52479,L,303.7,313.1,1355,49.1,188,0,No Failure,1
9522,9523,M24382,M,299.0,310.2,1657,32.3,64,0,No Failure,1
6761,6762,L53941,L,301.5,310.9,1400,50.8,2,0,No Failure,1
1641,1642,M16501,M,298.0,308.0,1555,37.0,111,0,No Failure,1
841,842,L48021,L,296.6,307.5,1439,45.5,199,0,No Failure,1
7200,7201,L54380,L,300.0,309.9,1608,33.4,76,0,No Failure,1
3046,3047,M17906,M,300.2,309.4,1501,40.0,48,0,No Failure,1
1327,1328,L48507,L,298.8,310.2,1814,26.8,204,0,No Failure,1
2703,2704,M17563,M,299.8,309.2,1372,58.2,65,0,No Failure,1
3997,3998,L51177,L,302.2,311.1,1394,53.7,140,0,No Failure,1
1497,1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure,1
9501,9502,L56681,L,299.3,310.3,1396,47.4,14,0,No Failure,1
9342,9343,H38756,H,298.3,308.9,1706,31.8,8,0,No Failure,1
2137,2138,L49317,L,299.3,308.9,1623,31.1,152,0,No Failure,1
1663,1664,M16523,M,298.1,307.9,1759,28.6,176,0,No Failure,1
4745,4746,H34159,H,303.2,311.2,1475,43.1,20,0,No Failure,1
7255,7256,M22115,M,300.2,310.3,1704,29.4,221,0,No Failure,1
3254,3255,M18114,M,301.0,309.7,1288,58.4,162,0,No Failure,1
5764,5765,L52944,L,301.7,311.2,1589,37.9,75,0,No Failure,1
1779,1780,M16639,M,298.6,308.2,1488,44.0,43,0,No Failure,1
4707,4708,L51887,L,303.5,311.8,1944,23.5,159,0,No Failure,1
5777,5778,L52957,L,301.6,311.1,1408,44.4,106,0,No Failure,1
3764,3765,L50944,L,302.4,311.0,1329,54.6,176,0,No Failure,1
8013,8014,M22873,M,300.9,312.0,1402,50.7,185,0,No Failure,1
1985,1986,L49165,L,298.1,307.7,1537,40.8,169,0,No Failure,1
5840,5841,M20700,M,301.3,311.1,1581,30.9,31,0,No Failure,1
9412,9413,L56592,L,298.0,308.5,1702,26.7,203,0,No Failure,1
8798,8799,L55978,L,297.3,308.4,1469,46.7,65,0,No Failure,1
9348,9349,L56528,L,298.2,308.7,1436,49.1,26,0,No Failure,1
3976,3977,H33390,H,302.3,311.4,1372,46.0,86,0,No Failure,1
2125,2126,L49305,L,299.3,308.9,1258,69.4,119,1,Power Failure,3
4842,4843,M19702,M,303.3,311.8,1489,49.4,64,0,No Failure,1
3276,3277,L50456,L,301.3,310.0,1438,40.9,7,0,No Failure,1
9767,9768,L56947,L,298.6,309.6,1563,35.0,21,0,No Failure,1
5249,5250,M20109,M,303.4,312.9,1422,39.9,63,0,No Failure,1
2599,2600,M17459,M,299.2,308.9,1447,39.6,22,0,No Failure,1
3794,3795,M18654,M,302.2,310.8,1356,48.3,36,0,No Failure,1
1828,1829,L49008,L,297.8,307.2,1351,56.3,174,0,No Failure,1
3313,3314,L50493,L,301.4,310.4,1737,31.9,96,0,No Failure,1
593,594,L47773,L,297.5,309.6,1312,50.7,0,0,No Failure,1
9997,9998,M24857,M,299.0,308.6,1645,33.4,22,0,No Failure,1
4721,4722,L51901,L,303.5,311.8,1927,21.9,195,0,No Failure,1
8894,8895,M23754,M,297.5,308.7,1546,38.0,123,0,No Failure,1
9214,9215,L56394,L,298.0,308.9,1508,37.1,92,0,No Failure,1
8018,8019,L55198,L,301.0,311.9,1889,23.5,198,0,No Failure,1
2308,2309,L49488,L,299.1,308.5,1371,55.5,159,0,No Failure,1
5059,5060,L52239,L,303.9,312.8,1419,47.9,196,0,No Failure,1
5826,5827,M20686,M,301.3,311.1,1492,41.2,223,0,No Failure,1
4241,4242,L51421,L,302.4,311.0,1475,47.9,79,0,No Failure,1
5650,5651,L52830,L,302.5,312.0,1456,46.3,208,0,No Failure,1
7000,7001,M21860,M,300.6,310.6,1463,45.5,196,0,No Failure,1
2955,2956,M17815,M,300.7,309.5,1439,43.8,41,0,No Failure,1
914,915,M15774,M,295.4,305.9,1518,40.6,178,0,No Failure,1
436,437,L47616,L,297.3,308.3,1504,36.3,45,0,No Failure,1
6381,6382,L53561,L,300.2,309.7,1771,27.1,104,0,No Failure,1
4773,4774,L51953,L,303.6,312.0,1391,50.3,101,0,No Failure,1
1473,1474,M16333,M,298.5,309.5,1315,48.9,127,0,No Failure,1
4375,4376,L51555,L,302.0,309.7,1414,36.3,209,0,No Failure,1
3539,3540,L50719,L,302.0,311.0,1686,32.5,25,0,No Failure,1
6502,6503,L53682,L,300.9,310.0,2595,13.7,207,0,No Failure,1
8620,8621,L55800,L,297.6,308.5,1475,42.4,24,0,No Failure,1
8024,8025,L55204,L,300.9,312.0,1493,38.7,217,0,No Failure,1
4273,4274,L51453,L,302.6,310.8,1486,36.4,160,0,No Failure,1
4822,4823,L52002,L,303.5,311.9,1565,38.9,12,0,No Failure,1
5106,5107,L52286,L,304.0,313.3,1519,36.7,117,0,No Failure,1
3436,3437,L50616,L,301.5,310.5,1466,48.1,189,0,No Failure,1
974,975,L48154,L,296.0,306.6,1511,35.2,119,0,No Failure,1
2340,2341,L49520,L,299.1,308.1,1479,40.7,10,0,No Failure,1
735,736,L47915,L,296.9,308.4,1557,32.4,173,0,No Failure,1
3848,3849,L51028,L,302.3,310.9,1720,28.1,178,0,No Failure,1
9443,9444,H38857,H,298.0,308.8,1411,53.8,73,0,No Failure,1
2679,2680,L49859,L,299.8,309.5,1476,44.4,14,0,No Failure,1
5714,5715,L52894,L,302.2,311.8,1618,36.0,158,0,No Failure,1
3440,3441,L50620,L,301.3,310.3,1460,41.5,197,0,No Failure,1
2533,2534,L49713,L,298.8,308.7,1490,33.6,71,0,No Failure,1
512,513,L47692,L,297.5,309.2,1426,44.8,24,0,No Failure,1
1962,1963,L49142,L,297.8,307.5,1391,48.6,109,0,No Failure,1
7515,7516,M22375,M,300.4,311.9,1335,58.3,9,0,No Failure,1
8905,8906,L56085,L,297.3,308.6,1385,55.2,156,0,No Failure,1
6546,6547,M21406,M,301.4,310.8,1530,39.9,107,0,No Failure,1
1279,1280,M16139,M,298.3,309.6,1531,40.1,81,0,No Failure,1
6334,6335,M21194,M,300.4,309.8,1725,30.4,195,0,No Failure,1
7083,7084,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure,3
135,136,M14995,M,298.8,308.5,1711,28.5,140,0,No Failure,1
5630,5631,M20490,M,302.8,312.2,1615,32.9,159,0,No Failure,1
9764,9765,L56944,L,298.5,309.5,1294,66.7,12,1,Power Failure,3
6827,6828,M21687,M,301.0,310.9,1515,41.8,170,0,No Failure,1
6770,6771,M21630,M,301.3,310.8,1509,40.1,25,0,No Failure,1
1201,1202,L48381,L,296.9,308.0,1658,41.0,74,0,No Failure,1
3650,3651,L50830,L,302.1,311.4,1446,39.7,95,0,No Failure,1
9460,9461,M24320,M,298.4,309.2,1399,45.2,125,0,No Failure,1
3470,3471,L50650,L,301.8,310.8,1736,26.5,56,0,No Failure,1
5224,5225,L52404,L,303.9,313.2,1590,31.9,5,0,No Failure,1
3579,3580,L50759,L,301.8,310.6,2672,11.8,124,1,Power Failure,3
4698,4699,L51878,L,303.4,311.6,1564,41.9,137,0,No Failure,1
9238,9239,M24098,M,298.2,308.8,1456,41.2,150,0,No Failure,1
9670,9671,L56850,L,299.0,310.2,1690,30.7,244,0,No Failure,1
4252,4253,H33666,H,302.6,311.0,1438,51.0,106,0,No Failure,1
1044,1045,L48224,L,296.5,307.6,1512,43.6,92,0,No Failure,1
2682,2683,M17542,M,299.9,309.6,1364,44.4,20,0,No Failure,1
9422,9423,L56602,L,298.1,308.5,1665,29.6,20,0,No Failure,1
6206,6207,M21066,M,300.8,310.6,1669,28.4,79,0,No Failure,1
7137,7138,M21997,M,300.6,310.0,1486,41.2,127,0,No Failure,1
4103,4104,L51283,L,302.0,310.4,1448,43.4,167,0,No Failure,1
5449,5450,L52629,L,303.1,312.8,2329,15.1,113,0,No Failure,1
8759,8760,M23619,M,297.5,308.7,1352,53.0,171,0,No Failure,1
1244,1245,L48424,L,297.1,308.4,1726,28.4,202,0,No Failure,1
4344,4345,H33758,H,301.8,309.9,1418,51.3,116,0,No Failure,1
9537,9538,M24397,M,299.3,310.6,1457,42.1,104,0,No Failure,1
5158,5159,L52338,L,304.1,313.3,1459,50.3,39,0,No Failure,1
2291,2292,M17151,M,299.5,308.8,1886,20.9,117,0,No Failure,1
3736,3737,H33150,H,302.2,311.1,1628,30.6,105,0,No Failure,1
5379,5380,L52559,L,302.9,312.4,1446,41.7,196,0,No Failure,1
6416,6417,H35830,H,300.4,310.1,1484,38.0,198,0,No Failure,1
4830,4831,L52010,L,303.5,312.0,1756,29.7,28,0,No Failure,1
6380,6381,L53560,L,300.2,309.8,1430,55.0,102,0,No Failure,1
9641,9642,L56821,L,299.3,310.4,1365,53.9,171,0,No Failure,1
649,650,M15509,M,297.7,309.2,1732,28.8,152,0,No Failure,1
6445,6446,L53625,L,300.7,310.3,1662,34.4,57,0,No Failure,1
3797,3798,L50977,L,302.1,310.8,1622,36.8,45,0,No Failure,1
9983,9984,L57163,L,298.7,308.4,1694,28.7,195,0,No Failure,1
7569,7570,L54749,L,300.2,311.0,1255,71.8,149,1,Power Failure,3
3377,3378,H32791,H,301.5,310.8,1591,29.6,33,0,No Failure,1
9288,9289,L56468,L,298.2,308.9,1444,53.1,83,0,No Failure,1
8510,8511,L55690,L,298.3,309.7,1484,44.3,173,0,No Failure,1
1507,1508,M16367,M,298.0,308.6,1376,55.7,214,0,No Failure,1
6820,6821,L54000,L,300.8,310.6,1551,34.5,153,0,No Failure,1
8010,8011,L55190,L,300.8,311.8,1323,61.1,178,0,No Failure,1
9499,9500,L56679,L,299.2,310.1,1534,37.7,10,0,No Failure,1
2629,2630,L49809,L,300.0,309.7,1586,37.8,103,0,No Failure,1
1673,1674,M16533,M,298.1,307.8,1384,43.7,200,0,No Failure,1
3163,3164,L50343,L,300.4,309.8,1549,38.9,150,0,No Failure,1
5483,5484,M20343,M,302.6,312.1,2000,21.9,200,0,No Failure,1
480,481,L47660,L,297.4,309.0,1583,32.0,166,0,No Failure,1
8490,8491,M23350,M,298.5,309.6,1364,58.7,123,0,No Failure,1
4343,4344,L51523,L,301.7,309.8,1491,39.3,114,0,No Failure,1
8613,8614,M23473,M,297.5,308.5,1401,50.5,6,0,No Failure,1
8957,8958,L56137,L,297.4,308.1,1348,53.7,68,0,No Failure,1
5487,5488,M20347,M,302.6,312.1,1611,39.9,210,0,No Failure,1
944,945,M15804,M,295.7,306.3,1712,28.5,43,0,No Failure,1
864,865,M15724,M,296.0,306.7,2044,22.3,48,0,No Failure,1
6280,6281,M21140,M,301.2,310.7,1527,41.1,53,0,No Failure,1
7257,7258,L54437,L,300.2,310.4,1518,41.8,5,0,No Failure,1
1609,1610,L48789,L,297.7,307.7,1581,34.9,31,0,No Failure,1
8288,8289,M23148,M,298.8,310.6,1640,33.8,9,0,No Failure,1
6353,6354,M21213,M,300.0,309.6,1491,42.0,29,0,No Failure,1
6514,6515,L53694,L,301.0,309.9,1507,41.8,19,0,No Failure,1
5383,5384,L52563,L,302.8,312.3,1504,40.3,204,0,No Failure,1
6660,6661,H36074,H,301.4,310.5,1421,43.8,182,0,No Failure,1
9911,9912,M24771,M,298.6,309.0,1481,40.8,6,0,No Failure,1
2803,2804,L49983,L,300.2,309.5,1343,50.2,98,0,No Failure,1
4480,4481,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure,0
3634,3635,L50814,L,302.2,311.4,1499,37.7,55,0,No Failure,1
2886,2887,H32300,H,300.5,309.5,1635,34.2,62,0,No Failure,1
5888,5889,M20748,M,301.5,311.1,1507,38.6,149,0,No Failure,1
9299,9300,M24159,M,298.1,308.9,1335,50.4,110,0,No Failure,1
5649,5650,M20509,M,302.5,311.9,1414,51.6,205,0,No Failure,1
1465,1466,L48645,L,298.7,309.8,1546,40.9,109,0,No Failure,1
5122,5123,H34536,H,304.2,313.5,1684,29.8,156,0,No Failure,1
2530,2531,L49710,L,298.9,308.7,1438,51.7,64,0,No Failure,1
1189,1190,M16049,M,297.2,308.3,1794,27.5,38,0,No Failure,1
7818,7819,L54998,L,299.8,311.2,2142,16.6,144,0,No Failure,1
6748,6749,H36162,H,301.7,311.0,2016,19.3,180,0,No Failure,1
4128,4129,L51308,L,301.9,310.4,1708,24.8,17,0,No Failure,1
2974,2975,M17834,M,300.6,309.4,1521,37.2,90,0,No Failure,1
5022,5023,L52202,L,304.0,313.1,1404,47.1,90,0,No Failure,1
750,751,L47930,L,296.7,308.0,1535,36.8,210,0,No Failure,1
4617,4618,M19477,M,303.1,311.4,1831,23.3,161,0,No Failure,1
538,539,M15398,M,297.4,309.3,1499,36.8,88,0,No Failure,1
3183,3184,L50363,L,300.1,309.3,1616,32.0,199,0,No Failure,1
7610,7611,M22470,M,300.5,311.3,1507,43.4,41,0,No Failure,1
2033,2034,H31447,H,298.8,308.5,1359,47.6,85,0,No Failure,1
439,440,M15299,M,297.4,308.3,1535,34.6,51,0,No Failure,1
