,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
7665,7666,L54845,L,300.5,311.6,1497,40.5,180,0,No Failure,1
7672,7673,M22532,M,300.5,311.7,2141,17.2,196,0,No Failure,1
7675,7676,L54855,L,300.5,311.6,1447,45.4,204,0,No Failure,1
7678,7679,M22538,M,300.6,311.7,1389,52.1,210,0,No Failure,1
7680,7681,L54860,L,300.7,311.7,1395,43.7,215,0,No Failure,1
7683,7684,L54863,L,300.7,311.7,1524,43.5,222,0,No Failure,1
7687,7688,M22547,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure,5
7690,7691,M22550,M,300.5,311.6,1577,36.5,4,0,No Failure,1
7692,7693,H37106,H,300.5,311.6,1506,36.2,10,0,No Failure,1
7695,7696,L54875,L,300.6,311.7,1488,47.7,22,0,No Failure,1
7696,7697,H37110,H,300.6,311.5,1282,60.2,24,0,No Failure,1
7698,7699,L54878,L,300.6,311.5,1419,38.6,31,0,No Failure,1
7701,7702,H37115,H,300.8,311.7,1468,38.7,39,0,No Failure,1
7702,7703,M22562,M,300.7,311.7,1701,30.8,44,0,No Failure,1
7703,7704,H37117,H,300.7,311.7,1864,23.6,47,0,No Failure,1
7705,7706,L54885,L,300.5,311.5,1316,49.7,55,0,No Failure,1
7706,7707,L54886,L,300.5,311.5,1708,31.2,57,0,No Failure,1
7709,7710,L54889,L,300.5,311.4,1445,41.5,66,0,No Failure,1
7710,7711,M22570,M,300.5,311.4,1390,51.9,68,0,No Failure,1
7711,7712,L54891,L,300.4,311.4,1309,55.5,71,0,No Failure,1
7717,7718,L54897,L,300.5,311.6,1365,53.0,85,0,No Failure,1
7719,7720,H37133,H,300.6,311.7,1535,33.3,92,0,No Failure,1
7723,7724,L54903,L,300.5,311.6,1730,30.2,106,0,No Failure,1
7725,7726,L54905,L,300.6,311.7,1744,26.9,111,0,No Failure,1
7728,7729,L54908,L,300.7,311.8,1420,47.0,119,0,No Failure,1
7731,7732,L54911,L,300.6,312.0,1566,30.1,128,0,No Failure,1
7739,7740,L54919,L,300.5,311.9,1576,31.1,149,0,No Failure,1
7740,7741,L54920,L,300.5,312.0,1453,45.1,151,0,No Failure,1
7743,7744,L54923,L,300.5,311.9,1710,28.4,158,0,No Failure,1
7746,7747,M22606,M,300.4,311.7,1508,45.4,164,0,No Failure,1
7748,7749,L54928,L,300.4,311.7,1515,47.4,170,0,No Failure,1
7749,7750,L54929,L,300.4,311.6,1674,33.0,172,0,No Failure,1
7751,7752,M22611,M,300.4,311.7,1398,42.6,176,0,No Failure,1
7756,7757,L54936,L,300.5,311.8,1368,57.9,191,1,Overstrain Failure,2
7758,7759,L54938,L,300.4,311.8,1689,30.8,196,0,No Failure,1
7760,7761,M22620,M,300.4,311.7,1511,33.0,200,0,No Failure,1
7761,7762,H37175,H,300.4,311.6,1715,30.8,203,0,No Failure,1
7762,7763,M22622,M,300.3,311.5,1400,43.8,0,0,No Failure,1
7764,7765,M22624,M,300.4,311.7,1555,38.7,5,0,No Failure,1
7766,7767,L54946,L,300.3,311.4,1318,52.7,13,0,No Failure,1
7769,7770,L54949,L,300.3,311.5,1552,38.9,23,0,No Failure,1
7771,7772,L54951,L,300.3,311.6,1709,29.5,27,0,No Failure,1
7778,7779,L54958,L,300.4,311.6,1517,39.0,45,0,No Failure,1
7779,7780,L54959,L,300.5,311.7,1811,26.8,47,0,No Failure,1
7785,7786,L54965,L,300.2,311.5,1383,42.1,60,0,No Failure,1
7786,7787,L54966,L,300.3,311.5,1466,46.2,62,0,No Failure,1
7787,7788,L54967,L,300.3,311.5,1378,47.5,64,0,No Failure,1
7792,7793,H37206,H,300.1,311.4,1485,40.4,75,0,No Failure,1
7797,7798,L54977,L,300.0,311.4,1476,39.0,92,0,No Failure,1
7798,7799,L54978,L,300.0,311.5,1812,28.3,94,0,No Failure,1
7799,7800,L54979,L,300.0,311.4,1374,41.9,96,0,No Failure,1
7802,7803,L54982,L,299.9,311.3,1429,58.2,103,0,No Failure,1
7809,7810,M22669,M,300.0,311.4,1537,35.4,120,0,No Failure,1
7813,7814,L54993,L,300.0,311.5,1455,41.7,130,0,No Failure,1
7815,7816,M22675,M,299.9,311.3,1703,28.4,134,0,No Failure,1
7816,7817,L54996,L,299.8,311.2,1533,35.9,137,0,No Failure,1
7822,7823,H37236,H,299.9,311.3,1413,41.8,153,0,No Failure,1
7823,7824,L55003,L,300.0,311.3,1484,53.2,158,0,No Failure,1
7824,7825,L55004,L,299.9,311.3,1535,38.1,160,0,No Failure,1
7831,7832,M22691,M,300.0,311.4,1533,42.6,180,0,No Failure,1
7835,7836,L55015,L,300.1,311.5,1549,34.7,189,0,No Failure,1
7837,7838,L55017,L,300.2,311.5,1685,31.0,193,0,No Failure,1
7847,7848,L55027,L,300.2,311.6,1322,50.9,215,0,No Failure,1
7848,7849,H37262,H,300.2,311.6,1547,37.7,217,0,No Failure,1
7850,7851,M22710,M,300.3,311.7,1447,36.8,0,0,No Failure,1
7852,7853,L55032,L,300.3,311.7,1515,37.5,5,0,No Failure,1
7859,7860,M22719,M,300.5,311.9,1370,44.8,20,0,No Failure,1
7864,7865,L55044,L,300.5,311.9,1330,59.5,33,0,No Failure,1
7868,7869,H37282,H,300.4,311.9,1438,46.7,41,0,Random Failures,4
7875,7876,L55055,L,300.7,312.3,1898,24.0,60,0,No Failure,1
7887,7888,L55067,L,300.7,312.4,1590,37.9,98,0,No Failure,1
7888,7889,L55068,L,300.7,312.3,1577,33.2,100,0,No Failure,1
7894,7895,M22754,M,300.8,312.6,1588,35.6,114,0,No Failure,1
7899,7900,L55079,L,300.9,312.4,1364,52.5,125,0,No Failure,1
7906,7907,L55086,L,300.9,312.4,1372,51.0,142,0,No Failure,1
7907,7908,L55087,L,300.8,312.3,1858,26.3,144,0,No Failure,1
7913,7914,L55093,L,300.7,312.1,1395,41.9,157,0,No Failure,1
7915,7916,H37329,H,300.8,312.1,1527,35.1,164,0,No Failure,1
7918,7919,L55098,L,300.8,312.1,1505,41.3,173,0,No Failure,1
7924,7925,H37338,H,300.7,311.9,1389,46.5,186,0,No Failure,1
7926,7927,L55106,L,300.7,311.9,1335,57.1,194,1,Overstrain Failure,2
7928,7929,L55108,L,300.6,311.7,1497,43.6,198,0,No Failure,1
7934,7935,M22794,M,300.8,311.9,1621,28.3,211,0,No Failure,1
7936,7937,L55116,L,300.8,311.7,1490,46.4,217,0,No Failure,1
7938,7939,L55118,L,300.8,311.7,1681,31.3,221,0,No Failure,1
7939,7940,L55119,L,300.8,311.8,1417,43.4,223,0,No Failure,1
7942,7943,L55122,L,300.8,311.7,1432,45.8,6,0,No Failure,1
7945,7946,L55125,L,300.8,311.7,1655,32.2,12,0,No Failure,1
7950,7951,L55130,L,300.8,311.6,1568,36.0,23,0,No Failure,1
7951,7952,M22811,M,300.9,311.8,1843,24.5,25,0,No Failure,1
7952,7953,M22812,M,300.9,311.9,1480,40.9,28,0,No Failure,1
7960,7961,H37374,H,301.1,312.2,1491,42.6,52,0,No Failure,1
7963,7964,L55143,L,301.0,312.2,1510,39.9,61,0,No Failure,1
7965,7966,L55145,L,301.1,312.3,1464,35.3,65,0,No Failure,1
7969,7970,L55149,L,300.9,312.1,1711,28.8,74,0,No Failure,1
7972,7973,L55152,L,301.1,312.2,1397,54.9,81,0,No Failure,1
7979,7980,M22839,M,301.2,312.4,1428,36.6,99,0,No Failure,1
7980,7981,M22840,M,301.2,312.4,1505,39.6,102,0,No Failure,1
7981,7982,L55161,L,301.0,312.3,1445,36.4,105,0,No Failure,1
7982,7983,L55162,L,301.0,312.3,1488,42.6,107,0,No Failure,1
7985,7986,L55165,L,301.0,312.2,1540,34.1,113,0,No Failure,1
7987,7988,H37401,H,301.0,312.2,1489,40.3,117,0,No Failure,1
7990,7991,M22850,M,301.1,312.4,1809,25.1,126,0,No Failure,1
7996,7997,M22856,M,301.0,312.2,1499,41.5,140,0,No Failure,1
8001,8002,L55181,L,300.8,312.0,1374,50.2,154,0,No Failure,1
8009,8010,H37423,H,300.9,312.0,2129,17.8,173,0,No Failure,1
8015,8016,M22875,M,301.0,312.0,1558,37.5,190,0,No Failure,1
8017,8018,L55197,L,301.0,312.0,1518,39.3,196,0,No Failure,1
8019,8020,L55199,L,301.0,312.1,1675,30.7,200,0,No Failure,1
8021,8022,M22881,M,301.0,312.0,1499,34.6,207,0,No Failure,1
8022,8023,L55202,L,300.9,312.0,1441,43.8,210,0,No Failure,1
8023,8024,H37437,H,300.9,312.0,1397,42.7,212,0,No Failure,1
8026,8027,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure,2
8031,8032,L55211,L,300.7,312.0,1550,32.4,5,0,No Failure,1
8034,8035,L55214,L,300.7,311.8,1564,36.8,11,0,No Failure,1
8035,8036,L55215,L,300.7,311.7,1910,19.7,13,0,No Failure,1
8036,8037,L55216,L,300.7,311.7,1460,46.1,15,0,No Failure,1
8042,8043,L55222,L,300.8,311.9,1486,45.1,30,0,No Failure,1
8044,8045,L55224,L,300.7,311.8,1441,38.1,34,0,No Failure,1
8049,8050,H37463,H,300.6,311.9,1604,30.5,45,0,No Failure,1
8052,8053,L55232,L,300.5,311.9,1403,45.7,54,0,No Failure,1
8054,8055,L55234,L,300.4,311.8,1405,47.9,58,0,No Failure,1
8057,8058,L55237,L,300.2,311.5,1549,37.2,67,0,No Failure,1
8059,8060,L55239,L,300.2,311.6,1540,37.7,71,0,No Failure,1
8060,8061,H37474,H,300.2,311.5,1426,44.3,73,0,No Failure,1
8068,8069,M22928,M,300.5,311.9,1676,35.2,97,0,No Failure,1
8070,8071,M22930,M,300.5,312.0,1867,23.0,103,0,No Failure,1
8076,8077,L55256,L,300.3,311.8,1360,48.0,119,0,No Failure,1
8083,8084,L55263,L,300.1,311.4,1438,42.2,139,0,No Failure,1
8092,8093,M22952,M,300.2,311.6,1513,40.8,157,0,No Failure,1
8093,8094,L55273,L,300.2,311.6,1511,35.7,160,0,No Failure,1
8094,8095,H37508,H,300.2,311.6,1662,28.8,162,0,No Failure,1
8095,8096,L55275,L,300.2,311.7,1493,48.3,167,0,No Failure,1
8098,8099,L55278,L,300.2,311.6,1500,39.0,174,0,No Failure,1
8099,8100,L55279,L,300.2,311.7,1603,30.5,176,0,No Failure,1
8103,8104,M22963,M,300.3,311.9,1429,41.6,184,0,No Failure,1
8104,8105,L55284,L,300.3,311.9,1692,31.5,187,0,No Failure,1
8106,8107,M22966,M,300.4,312.0,1596,30.4,191,0,No Failure,1
8111,8112,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure,5
8114,8115,H37528,H,300.4,311.8,2496,13.5,5,0,No Failure,1
8120,8121,L55300,L,300.2,311.6,1767,26.4,20,0,No Failure,1
8122,8123,M22982,M,300.2,311.6,1533,46.4,24,0,No Failure,1
8126,8127,L55306,L,300.2,311.4,1433,37.9,36,0,No Failure,1
8128,8129,L55308,L,300.1,311.4,1629,31.3,41,0,No Failure,1
8134,8135,L55314,L,299.7,311.1,1650,32.4,60,0,No Failure,1
8136,8137,M22996,M,299.6,310.9,1474,39.7,64,0,No Failure,1
8141,8142,L55321,L,299.6,310.8,1393,49.9,78,0,No Failure,1
8143,8144,L55323,L,299.7,310.9,1477,40.4,83,0,No Failure,1
8144,8145,M23004,M,299.7,311.0,1506,42.7,85,0,No Failure,1
8153,8154,L55333,L,299.6,310.8,1507,42.4,108,0,No Failure,1
8158,8159,L55338,L,299.6,310.8,1400,40.8,118,0,No Failure,1
8159,8160,H37573,H,299.6,310.9,1679,31.2,120,0,No Failure,1
8160,8161,M23020,M,299.7,311.1,1618,30.3,125,0,No Failure,1
8161,8162,H37575,H,299.6,311.0,1714,30.2,128,0,No Failure,1
8166,8167,L55346,L,299.7,311.1,1603,31.4,141,0,No Failure,1
8172,8173,L55352,L,299.9,311.4,1596,28.9,160,0,No Failure,1
8175,8176,M23035,M,299.9,311.3,1445,41.2,169,0,No Failure,1
8179,8180,L55359,L,299.8,311.3,1560,35.4,178,0,No Failure,1
8181,8182,L55361,L,299.7,311.2,1835,23.7,183,0,No Failure,1
8182,8183,M23042,M,299.7,311.1,1649,32.7,185,0,No Failure,1
8188,8189,M23048,M,299.6,310.9,1530,38.8,198,0,No Failure,1
8191,8192,M23051,M,299.6,310.9,1630,29.8,206,0,No Failure,1
8202,8203,L55382,L,299.3,310.9,1669,32.4,5,0,No Failure,1
8210,8211,H37624,H,299.2,310.7,1636,29.4,23,0,No Failure,1
8211,8212,L55391,L,299.2,310.6,1675,33.3,28,0,No Failure,1
8212,8213,H37626,H,299.2,310.5,1329,48.9,30,0,No Failure,1
8215,8216,L55395,L,299.1,310.5,1437,43.1,40,0,No Failure,1
8219,8220,L55399,L,299.0,310.4,1504,34.3,48,0,No Failure,1
8222,8223,L55402,L,299.0,310.5,1755,27.9,56,0,No Failure,1
8224,8225,L55404,L,299.1,310.5,1496,35.2,60,0,No Failure,1
8227,8228,M23087,M,299.1,310.4,1524,51.4,66,0,No Failure,1
8233,8234,M23093,M,299.1,310.6,1449,43.2,80,0,No Failure,1
8234,8235,L55414,L,299.2,310.6,1534,39.7,83,0,No Failure,1
8235,8236,M23095,M,299.2,310.6,1443,50.9,85,0,No Failure,1
8238,8239,L55418,L,299.1,310.4,1519,45.3,92,0,No Failure,1
8240,8241,L55420,L,299.0,310.4,1483,41.5,96,0,No Failure,1
8241,8242,M23101,M,298.9,310.2,2099,20.0,98,0,No Failure,1
8243,8244,H37657,H,299.1,310.4,1369,54.5,104,0,No Failure,1
8245,8246,M23105,M,299.0,310.3,1303,68.6,111,1,Power Failure,3
8247,8248,L55427,L,299.0,310.4,1713,28.0,116,0,No Failure,1
8250,8251,M23110,M,299.0,310.4,1394,45.2,122,0,No Failure,1
8260,8261,H37674,H,299.1,310.6,1332,48.0,148,0,No Failure,1
8262,8263,L55442,L,299.1,310.6,1921,23.9,158,0,No Failure,1
8263,8264,H37677,H,299.2,310.6,1704,30.6,160,0,No Failure,1
8264,8265,M23124,M,299.1,310.6,1397,49.5,165,0,No Failure,1
8276,8277,L55456,L,298.8,310.5,1384,52.8,200,0,No Failure,1
8282,8283,M23142,M,298.9,310.7,1638,33.6,218,0,No Failure,1
8285,8286,L55465,L,298.9,310.6,1387,52.7,2,0,No Failure,1
8286,8287,M23146,M,298.8,310.5,1678,32.8,4,0,No Failure,1
8293,8294,M23153,M,298.9,310.4,1533,44.4,24,0,No Failure,1
8294,8295,M23154,M,298.9,310.5,1525,38.5,27,0,No Failure,1
8296,8297,L55476,L,298.9,310.3,1436,39.0,32,0,No Failure,1
8297,8298,M23157,M,298.8,310.2,1595,33.1,34,0,No Failure,1
8301,8302,M23161,M,298.7,310.1,1644,34.1,46,0,No Failure,1
8309,8310,M23169,M,298.7,310.0,1459,40.2,69,0,No Failure,1
8312,8313,M23172,M,298.8,310.0,1529,38.5,77,0,No Failure,1
8313,8314,M23173,M,298.8,310.0,1484,44.9,80,0,No Failure,1
8314,8315,L55494,L,298.8,309.9,1739,30.6,83,0,No Failure,1
8323,8324,H37737,H,298.7,309.5,1453,40.4,108,0,No Failure,1
8325,8326,M23185,M,298.7,309.5,1500,38.8,116,0,No Failure,1
8330,8331,L55510,L,298.8,309.7,1505,39.0,131,0,No Failure,1
8335,8336,M23195,M,299.0,309.8,2240,15.9,144,0,No Failure,1
8339,8340,M23199,M,298.8,309.7,1499,40.3,154,0,No Failure,1
8341,8342,L55521,L,298.8,309.7,1751,29.6,160,0,No Failure,1
8342,8343,L55522,L,298.7,309.7,1510,40.6,162,0,No Failure,1
8343,8344,H37757,H,298.8,309.8,1437,48.2,164,0,No Failure,1
8344,8345,L55524,L,298.8,309.7,1609,40.4,169,0,No Failure,1
8345,8346,H37759,H,298.8,309.8,1490,35.9,171,0,No Failure,1
8351,8352,M23211,M,298.7,309.6,1686,26.2,189,0,No Failure,1
8352,8353,L55532,L,298.6,309.6,1491,36.9,192,0,No Failure,1
8354,8355,L55534,L,298.6,309.6,1390,50.3,196,0,No Failure,1
8355,8356,L55535,L,298.7,309.6,1502,46.7,198,0,No Failure,1
8357,8358,L55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure,5
8365,8366,M23225,M,298.8,309.8,1551,36.6,15,0,No Failure,1
8367,8368,L55547,L,298.9,309.8,1390,49.9,21,0,No Failure,1
8368,8369,L55548,L,298.9,309.8,1534,42.1,23,0,No Failure,1
8370,8371,L55550,L,298.8,309.8,1634,33.6,27,0,No Failure,1
8376,8377,L55556,L,298.8,309.8,1334,49.3,42,0,No Failure,1
8377,8378,L55557,L,298.8,309.7,1336,50.3,44,0,No Failure,1
8379,8380,L55559,L,298.8,309.9,1629,31.9,49,0,No Failure,1
8385,8386,H37799,H,298.8,309.8,1563,38.8,65,0,No Failure,1
8386,8387,M23246,M,298.9,309.9,1501,37.1,70,0,No Failure,1
8388,8389,L55568,L,298.9,309.9,1365,46.5,75,0,No Failure,1
8389,8390,L55569,L,298.8,309.9,1525,39.7,77,0,No Failure,1
8396,8397,H37810,H,298.6,309.6,1593,33.3,95,0,No Failure,1
8400,8401,L55580,L,298.6,309.6,1533,40.7,106,0,No Failure,1
8404,8405,L55584,L,298.4,309.5,1545,36.6,117,0,No Failure,1
8405,8406,M23265,M,298.4,309.5,1484,41.7,119,0,No Failure,1
8406,8407,M23266,M,298.4,309.5,1344,45.3,122,0,No Failure,1
8407,8408,L55587,L,298.4,309.5,1357,50.1,125,0,No Failure,1
8409,8410,L55589,L,298.5,309.6,1861,26.9,130,0,No Failure,1
8414,8415,L55594,L,298.6,309.8,1842,20.1,142,0,No Failure,1
8416,8417,M23276,M,298.8,310.1,1585,31.3,147,0,No Failure,1
8417,8418,H37831,H,298.8,310.1,1704,30.7,150,0,No Failure,1
8419,8420,L55599,L,299.0,310.3,1431,39.9,157,0,No Failure,1
8420,8421,L55600,L,298.9,310.4,1546,37.7,159,0,No Failure,1
8421,8422,L55601,L,298.9,310.3,1496,36.3,161,0,No Failure,1
8425,8426,L55605,L,299.2,310.6,1567,38.4,172,0,No Failure,1
8426,8427,L55606,L,299.1,310.5,1628,35.9,174,0,No Failure,1
8429,8430,L55609,L,299.0,310.3,1577,40.0,181,0,No Failure,1
8445,8446,M23305,M,298.6,310.0,1541,36.9,12,0,No Failure,1
8446,8447,L55626,L,298.5,309.9,1482,42.1,15,0,No Failure,1
8451,8452,L55631,L,298.5,310.0,1435,42.5,25,0,No Failure,1
8453,8454,L55633,L,298.6,309.9,1564,37.1,30,0,No Failure,1
8454,8455,L55634,L,298.6,310.0,1522,40.3,32,0,No Failure,1
8456,8457,L55636,L,298.6,309.9,1556,38.6,36,0,No Failure,1
8459,8460,L55639,L,298.7,309.9,1651,29.5,42,0,No Failure,1
8465,8466,M23325,M,298.7,309.8,1475,40.5,59,0,No Failure,1
8468,8469,H37882,H,298.6,309.7,1463,39.1,66,0,No Failure,1
8471,8472,L55651,L,298.6,309.8,1332,46.4,76,0,No Failure,1
8473,8474,M23333,M,298.6,309.8,1430,43.1,80,0,No Failure,1
8475,8476,M23335,M,298.5,309.7,1557,37.7,86,0,No Failure,1
8479,8480,L55659,L,298.6,309.7,1627,33.4,99,0,No Failure,1
8481,8482,M23341,M,298.3,309.4,1595,29.0,103,0,No Failure,1
8482,8483,L55662,L,298.4,309.5,1520,38.1,106,0,No Failure,1
8484,8485,L55664,L,298.4,309.5,1397,50.3,110,0,No Failure,1
8488,8489,L55668,L,298.4,309.4,1385,43.2,119,0,No Failure,1
8489,8490,L55669,L,298.4,309.4,1461,46.3,121,0,No Failure,1
8491,8492,L55671,L,298.5,309.5,1579,38.6,126,0,No Failure,1
8492,8493,M23352,M,298.4,309.5,1514,38.8,128,0,No Failure,1
8494,8495,L55674,L,298.3,309.5,1542,36.7,134,0,No Failure,1
8498,8499,L55678,L,298.4,309.6,1479,37.8,144,0,No Failure,1
8502,8503,H37916,H,298.6,309.8,1279,55.9,152,0,No Failure,1
8505,8506,L55685,L,298.4,309.7,1530,38.6,161,0,No Failure,1
8507,8508,L55687,L,298.4,309.7,1518,39.8,165,0,No Failure,1
8508,8509,M23368,M,298.4,309.7,1679,33.3,167,0,No Failure,1
8509,8510,M23369,M,298.4,309.7,1870,22.5,170,0,No Failure,1
8511,8512,L55691,L,298.4,309.7,1457,44.2,175,0,No Failure,1
8513,8514,M23373,M,298.2,309.5,1478,36.5,182,0,No Failure,1
8514,8515,L55694,L,298.2,309.4,1447,47.1,185,0,No Failure,1
8519,8520,L55699,L,298.3,309.6,1420,44.1,197,0,No Failure,1
8523,8524,H37937,H,298.3,309.3,1529,41.7,5,0,No Failure,1
8530,8531,M23390,M,298.5,309.3,1615,31.8,23,0,No Failure,1
8531,8532,L55711,L,298.6,309.3,1449,46.5,26,0,No Failure,1
8535,8536,L55715,L,298.6,309.5,1547,44.8,36,0,No Failure,1
8538,8539,L55718,L,298.5,309.4,1548,37.7,43,0,No Failure,1
8540,8541,L55720,L,298.6,309.5,1687,29.3,47,0,No Failure,1
8542,8543,H37956,H,298.4,309.4,1512,35.3,51,0,No Failure,1
8544,8545,H37958,H,298.5,309.4,2011,21.0,59,0,No Failure,1
8546,8547,L55726,L,298.4,309.3,1716,28.4,66,0,No Failure,1
8548,8549,L55728,L,298.5,309.4,1578,36.3,71,0,No Failure,1
8549,8550,L55729,L,298.3,309.3,1558,37.2,73,0,No Failure,1
8553,8554,M23413,M,298.1,309.0,1661,38.2,82,0,No Failure,1
8557,8558,L55737,L,298.3,309.0,1471,48.3,91,0,No Failure,1
8558,8559,M23418,M,298.3,309.0,1505,41.3,93,0,No Failure,1
8559,8560,L55739,L,298.3,309.0,1519,40.0,96,0,No Failure,1
8560,8561,L55740,L,298.3,309.0,1408,45.4,98,0,No Failure,1
8561,8562,L55741,L,298.2,308.9,1332,44.4,100,0,No Failure,1
8563,8564,L55743,L,298.0,308.9,1500,36.7,104,0,No Failure,1
8568,8569,L55748,L,297.9,308.6,1691,29.6,116,0,No Failure,1
8569,8570,L55749,L,297.9,308.6,1757,27.5,118,0,No Failure,1
8573,8574,L55753,L,297.6,308.4,1626,32.4,130,0,No Failure,1
8574,8575,L55754,L,297.6,308.3,1424,53.9,132,0,No Failure,1
8575,8576,M23435,M,297.6,308.3,1648,29.1,134,0,No Failure,1
8579,8580,M23439,M,297.4,308.1,1620,31.2,143,0,No Failure,1
8580,8581,L55760,L,297.5,308.1,1631,30.6,146,0,No Failure,1
8585,8586,M23445,M,297.4,307.9,1338,48.5,158,0,No Failure,1
8588,8589,L55768,L,297.3,307.8,1385,44.4,169,0,No Failure,1
8590,8591,L55770,L,297.4,307.9,1557,35.5,174,0,No Failure,1
8595,8596,M23455,M,297.5,308.2,1624,30.9,186,0,No Failure,1
8600,8601,L55780,L,297.5,308.3,1435,40.3,197,0,No Failure,1
8602,8603,L55782,L,297.4,308.1,1729,31.7,204,0,No Failure,1
8603,8604,H38017,H,297.3,308.0,1384,49.1,206,0,No Failure,1
8607,8608,L55787,L,297.5,308.4,1433,50.0,218,0,No Failure,1
8609,8610,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure,5
8615,8616,L55795,L,297.6,308.6,1382,47.1,11,0,No Failure,1
8617,8618,L55797,L,297.6,308.6,1529,45.3,15,0,No Failure,1
8621,8622,M23481,M,297.6,308.5,1431,52.6,26,0,No Failure,1
8624,8625,H38038,H,297.5,308.4,1490,39.7,34,0,No Failure,1
8626,8627,L55806,L,297.4,308.2,1402,49.7,41,0,No Failure,1
8627,8628,L55807,L,297.4,308.3,1347,45.8,43,0,No Failure,1
8630,8631,L55810,L,297.4,308.4,1371,57.4,52,0,No Failure,1
8640,8641,L55820,L,297.6,308.6,1383,47.5,75,0,No Failure,1
8642,8643,M23502,M,297.5,308.4,1596,36.6,80,0,No Failure,1
8649,8650,L55829,L,297.4,308.4,1328,61.8,98,0,No Failure,1
8650,8651,H38064,H,297.4,308.3,1771,27.4,100,0,No Failure,1
8654,8655,M23514,M,297.4,308.4,1441,46.8,116,0,No Failure,1
8661,8662,L55841,L,297.4,308.5,1643,33.8,132,0,No Failure,1
8668,8669,L55848,L,297.5,308.8,1502,45.9,150,0,No Failure,1
8669,8670,M23529,M,297.5,308.8,1471,52.3,152,0,No Failure,1
8670,8671,L55850,L,297.5,308.9,1581,30.4,155,0,No Failure,1
8673,8674,L55853,L,297.4,308.6,1494,42.6,161,0,No Failure,1
8677,8678,M23537,M,297.3,308.5,1664,28.9,174,0,No Failure,1
8679,8680,L55859,L,297.3,308.5,1456,54.2,179,0,No Failure,1
8683,8684,L55863,L,297.2,308.5,1447,47.9,188,0,No Failure,1
8685,8686,H38099,H,297.2,308.5,1524,41.4,192,0,No Failure,1
8688,8689,L55868,L,297.1,308.5,1483,46.9,203,0,No Failure,1
8695,8696,M23555,M,297.2,308.6,1498,44.4,9,0,No Failure,1
8697,8698,L55877,L,297.3,308.6,1505,33.5,14,0,No Failure,1
8701,8702,M23561,M,297.3,308.7,1466,38.4,27,0,No Failure,1
8703,8704,M23563,M,297.2,308.6,1284,51.3,32,0,No Failure,1
8705,8706,L55885,L,297.2,308.6,1437,52.4,37,0,No Failure,1
8710,8711,L55890,L,297.1,308.5,1712,32.1,48,0,No Failure,1
8713,8714,L55893,L,297.2,308.6,1917,24.1,54,0,No Failure,1
8716,8717,M23576,M,297.1,308.6,1717,31.3,61,0,No Failure,1
8718,8719,L55898,L,297.2,308.7,1509,39.3,66,0,No Failure,1
8719,8720,L55899,L,297.2,308.8,1451,43.1,68,0,No Failure,1
8724,8725,M23584,M,297.2,308.6,1513,39.0,78,0,No Failure,1
8726,8727,L55906,L,297.2,308.6,1562,33.0,84,0,No Failure,1
8728,8729,M23588,M,297.2,308.7,1398,38.1,88,0,No Failure,1
8729,8730,L55909,L,297.3,308.7,1352,53.8,91,0,No Failure,1
8730,8731,H38144,H,297.3,308.7,1569,33.9,93,0,No Failure,1
8734,8735,L55914,L,297.2,308.6,1392,41.5,108,0,No Failure,1
8737,8738,L55917,L,297.3,308.7,1556,36.7,114,0,No Failure,1
8742,8743,L55922,L,297.4,308.8,1467,39.0,128,0,No Failure,1
8743,8744,H38157,H,297.4,308.7,1323,51.1,130,0,No Failure,1
8745,8746,L55925,L,297.4,308.6,1411,46.3,138,0,No Failure,1
8748,8749,L55928,L,297.3,308.5,1384,39.6,144,0,No Failure,1
8750,8751,L55930,L,297.3,308.5,1764,30.8,148,0,No Failure,1
8751,8752,M23611,M,297.4,308.5,1472,42.0,150,0,No Failure,1
8753,8754,M23613,M,297.4,308.6,1657,33.1,156,0,No Failure,1
8756,8757,L55936,L,297.5,308.7,1761,26.2,164,0,No Failure,1
8757,8758,L55937,L,297.5,308.8,1587,34.9,166,0,No Failure,1
8765,8766,L55945,L,297.4,308.8,1353,49.4,188,0,No Failure,1
8766,8767,L55946,L,297.5,308.8,1360,50.7,190,0,No Failure,1
8767,8768,L55947,L,297.5,308.6,1380,53.5,192,0,No Failure,1
8772,8773,L55952,L,297.5,308.6,1621,28.9,0,0,No Failure,1
8773,8774,L55953,L,297.5,308.6,1585,37.6,2,0,No Failure,1
8777,8778,H38191,H,297.5,308.6,1481,38.8,14,0,No Failure,1
8779,8780,M23639,M,297.5,308.6,1349,51.5,21,0,No Failure,1
8783,8784,M23643,M,297.6,308.6,1254,45.8,31,0,No Failure,1
8786,8787,L55966,L,297.5,308.5,1306,50.7,38,0,No Failure,1
8788,8789,L55968,L,297.4,308.5,1369,53.2,43,0,No Failure,1
8789,8790,L55969,L,297.4,308.5,1471,43.9,45,0,No Failure,1
8792,8793,L55972,L,297.4,308.5,1418,51.2,52,0,No Failure,1
